|                    |F1|F2|F3|F4|F5|F6|F7|F8|F9|ANSWER|
| Individual 222       |51.4151|0.0478198|24.1951|1.82538|5.39958|211.06|49.4971|120.976|1.77756|-46.0156|129.587|
| Individual 223       |48.0974|0.124925|37.3873|1.99033|4.98534|197.375|2.04354|186.936|1.8654|-43.1121|75.8861|
| Individual 224       |48.2716|0.0272414|49.4864|1.85082|2.90354|195.99|8.01769|247.432|1.82358|-45.3681|38.4129|
| Individual 225       |43.9379|0.10661|30.533|2.06082|5.59815|181.35|179.846|152.665|1.95421|-38.3398|79.98|
| Individual 226       |40.791|0.0131328|23.6135|1.85081|8.97715|172.141|6.13176|118.067|1.83768|-31.8139|92.1123|
| Individual 227       |49.6222|0.0298187|37.0978|1.87793|5.52697|204.016|247.485|185.489|1.84811|-44.0952|83.4818|
| Individual 228       |41.6355|0.0420523|47.5107|2.08038|5.97186|172.514|2.0424|237.554|2.03832|-35.6637|19.7902|
| Individual 229       |52.0891|0.16096|37.6027|2.04147|-14.3436|194.013|-34.9393|188.013|1.88051|-66.4327|71.8023|
| Individual 230       |38.5838|0.021623|36.7887|2.0153|6.09196|160.427|21.1424|183.943|1.99368|-32.4919|40.0928|
| Individual 231       |65.5619|0.0124967|21.5353|1.77184|4.24413|266.492|59.1775|107.676|1.75935|-61.3178|193.089|
| Individual 232       |40.7794|0.0709556|28.9771|1.83542|5.49639|168.614|0.0194654|144.886|1.76446|-35.283|72.8601|
| Individual 233       |42.6755|0.172816|40.6277|1.89402|5.56225|176.264|24.7319|203.138|1.7212|-37.1132|45.7752|
| Individual 234       |44.9684|0.0136004|27.0236|2.05414|7.28374|187.157|1.90527|135.118|2.04054|-37.6846|95.8837|
| Individual 235       |52.3975|0.0224503|40.6897|2.02952|5.04131|214.631|5.33062|203.448|2.00707|-47.3562|82.5268|
| Individual 236       |43.2471|0.209311|21.6289|2.08299|4.62387|177.612|242.041|108.145|1.87368|-38.6233|103.357|
| Individual 237       |44.346|0.0388493|25.2674|1.86641|4.95533|182.339|5.73528|126.337|1.82756|-39.3907|97.3994|
| Individual 238       |55.3852|0.150383|33.2846|1.84927|6.83032|228.371|123.66|166.423|1.69889|-48.5549|120.023|
| Individual 239       |51.769|0.0456201|41.7605|2.03181|4.5524|211.628|1.88581|208.802|1.98619|-47.2166|76.416|
| Individual 240       |68.2648|0.0977978|34.1958|2.03099|6.09032|279.15|-53.8469|170.979|1.93319|-62.1745|166.896|
| Individual 241       |40.6394|0.0092027|36.9838|1.92004|5.47686|168.035|158.416|184.919|1.91084|-35.1626|47.5289|
| Individual 242       |59.5643|0.00667097|40.7333|2.1417|1.19605|239.453|61.9776|203.667|2.13503|-58.3682|106.578|
| Individual 243       |58.3288|0.00250818|33.9905|1.95054|5.79194|239.107|0.139813|169.953|1.94804|-52.5368|127.395|
| Individual 244       |46.0293|0.170079|34.0152|1.94556|6.64149|190.759|39.0029|170.076|1.77548|-39.3879|79.8359|
| Individual 245       |54.2291|0.24172|35.3233|1.86019|4.81609|221.732|1.99263|176.616|1.61847|-49.413|107.67|
| Individual 246       |12.5084|0.0322575|47.1084|1.77174|4.68289|54.7165|6.56246|235.542|1.73949|-7.82552|-95.3061|
| Individual 247       |62.2454|0.0765743|29.1842|1.93824|4.87514|253.857|254.473|145.921|1.86167|-57.3702|156.996|
| Individual 248       |59.3879|0.0727651|31.1573|1.97953|5.14032|242.692|6.1177|155.786|1.90677|-54.2476|139.686|
| Individual 249       |67.8951|0.0105841|37.4083|2.00209|4.34856|275.929|195.014|187.041|1.9915|-63.5466|153.747|
| Individual 250       |39.2905|0.136194|40.1008|2.02391|4.78151|161.943|1.85282|200.504|1.88772|-34.509|32.2026|
| Individual 251       |54.329|0.00630889|30.8865|1.87277|6.09653|223.413|-55.4151|154.432|1.86646|-48.2325|121.421|
| Individual 252       |41.845|0.120223|44.4014|1.56095|5.22548|172.605|128.2|222.007|1.44072|-36.6195|32.1976|
| Individual 253       |77.1628|6.26569e-07|49.1743|1.99219|6.52039|315.172|55.4741|245.872|1.99219|-70.6424|157.688|
| Individual 254       |43.9742|0.0310204|26.0696|2.00298|1.42391|177.321|0.0124925|130.348|1.97196|-42.5503|89.2521|
| Individual 255       |56.7169|0.0560625|26.4085|2.09172|7.01923|233.887|35.7837|132.043|2.03565|-49.6976|144.483|
| Individual 256       |46.5347|0.0147134|40.4749|2.01934|6.06154|192.2|1.9904|202.374|2.00463|-40.4731|60.7525|
| Individual 257       |45.4545|0.586159|25.8995|1.86304|5.1948|187.013|3.65046|129.498|1.27688|-40.2597|102.93|
| Individual 258       |34.6727|0.0444149|24.3933|1.97561|4.54087|143.232|225.547|121.966|1.93119|-30.1318|60.3958|
| Individual 259       |62.3262|0.307027|45.8022|2.07051|4.8425|254.147|5.9837|229.011|1.76349|-57.4837|107.923|
| Individual 260       |47.4415|0.00168855|29.825|1.98932|4.77675|194.543|178.918|149.125|1.98763|-42.6647|95.1296|
| Individual 261       |57.7625|0.205871|47.4948|2.05321|5.45618|236.506|1.97791|237.474|1.84734|-52.3063|84.785|
| Individual 262       |53.5643|0.20141|38.3281|1.97717|7.25552|221.513|-51.8236|191.641|1.77576|-46.3088|97.6497|
| Individual 263       |40.0598|0.079839|28.8833|1.98813|5.66652|165.906|108.306|144.417|1.90829|-34.3933|69.7143|
| Individual 264       |52.7151|0.00262522|42.9065|1.96747|4.19567|215.056|51.5769|214.532|1.96484|-48.5194|76.5123|
| Individual 265       |65.1943|0.00296717|45.7435|2.02171|6.7209|267.498|0.0813815|228.717|2.01875|-58.4734|120.174|
| Individual 266       |56.998|0.0107227|25.8396|1.89628|5.74637|233.738|29.4802|129.198|1.88556|-51.2516|146.792|
| Individual 267       |44.1637|0.00683578|49.4351|1.97707|7.2079|183.863|1.97732|247.175|1.97023|-36.9558|25.7062|
| Individual 268       |46.2648|0.0685604|47.9862|1.95825|6.13677|191.196|1.48049|239.931|1.88969|-40.128|37.7888|
| Individual 269       |32.7003|0.0162793|45.9903|2.08279|4.73856|135.54|207.788|229.951|2.06651|-27.9618|-12.7634|
| Individual 270       |53.6034|0.000197374|20.9498|1.99624|5.5138|219.927|6.01335|104.749|1.99604|-48.0896|147.098|
| Individual 271       |32.2355|0.0943484|31.4677|1.95995|3.86538|132.807|147.401|157.339|1.8656|-28.3701|29.0763|
| Individual 272       |45.4451|0.0265096|25.0181|1.79896|25.9074|207.688|1.89594|125.09|1.77245|-19.5377|123.771|
| Individual 273       |51.0561|0.114966|24.2402|2.07056|5.88457|210.109|-50.0965|121.201|1.95559|-45.1716|127.61|
| Individual 274       |42.073|0.10583|26.771|1.82089|5.02484|173.317|109.868|133.855|1.71506|-37.0481|84.4286|
| Individual 275       |42.9085|0.197902|40.7369|1.90544|4.83249|176.467|48.519|203.684|1.70754|-38.076|45.7182|
| Individual 276       |41.2024|0.232154|38.3156|2.0457|5.06174|169.871|0.0563607|191.578|1.81355|-36.1406|45.8567|
| Individual 277       |43.6055|0.221021|39.2616|2.0566|5.3049|179.727|31.1068|196.308|1.83558|-38.3006|52.7641|
| Individual 278       |50.5859|0.0665017|20.1647|1.86822|-0.885906|201.458|1.95852|100.823|1.80172|-51.4718|131.955|
| Individual 279       |61.3628|0.370733|40.705|2.01259|6.14256|251.594|7.71933|203.525|1.64186|-55.2202|121.27|
| Individual 280       |35.2786|0.0547321|23.0672|1.95463|13.2131|154.327|201.795|115.336|1.8999|-22.0655|75.6264|
| Individual 281       |45.6169|0.100119|42.736|1.95263|0.260984|182.729|5.93191|213.68|1.85251|-45.3559|45.2579|
| Individual 282       |69.8407|0.0644657|26.942|1.97424|4.93336|284.296|155.534|134.71|1.90978|-64.9073|193.921|
| Individual 283       |37.0674|0.0554301|40.0944|1.88224|4.18477|152.454|1.90216|200.472|1.82681|-32.8826|23.0371|
| Individual 284       |46.0911|0.131269|34.6367|2.02979|5.08858|189.453|-40.7997|173.184|1.89852|-41.0026|76.0503|
| Individual 285       |46.6342|0.106967|23.2919|2.03303|10.6267|197.163|98.9641|116.46|1.92606|-36.0075|117.657|
| Individual 286       |53.0264|0.180147|38.0669|1.88335|31.1965|243.302|48.4476|190.335|1.7032|-21.8298|120.585|
| Individual 287       |38.8635|0.120456|32.2721|2.06806|5.61217|161.066|0.112774|161.361|1.94761|-33.2513|54.5116|
| Individual 288       |51.0858|0.0666092|35.9769|1.9916|5.5427|209.886|41.8583|179.884|1.92499|-45.5431|92.3303|
| Individual 289       |57.8134|0.126777|32.2093|1.67032|5.18644|236.44|2.0869|161.047|1.54354|-52.627|132.094|
| Individual 290       |60.9971|0.0377758|30.0135|2.00295|7.30334|251.292|4.80977|150.068|1.96517|-53.6938|151.425|
| Individual 291       |45.2545|0.0166296|21.398|1.99473|0.3729|181.391|198.6|106.99|1.9781|-44.8816|107.306|
| Individual 292       |68.2489|0.119158|27.3711|2.04668|2.97262|275.968|6.37347|136.856|1.92752|-65.2763|184.217|
| Individual 293       |38.5963|0.130753|30.0468|2.09921|1.63676|156.022|209.291|150.234|1.96845|-36.9596|56.0394|
| Individual 294       |50.4985|0.0342772|34.9249|1.91987|5.02305|207.017|1.97413|174.625|1.8856|-45.4754|92.8142|
| Individual 295       |45.6157|0.139965|32.8591|1.62609|11.6881|194.151|-43.6378|164.295|1.48612|-33.9276|88.143|
| Individual 296       |68.894|0.0802942|32.2231|1.9699|6.33161|281.908|63.1548|161.115|1.88961|-62.5624|175.79|
| Individual 297       |43.3512|0.199166|30.0193|2.05673|5.36055|178.765|47.3394|150.097|1.85756|-37.9907|79.4196|
| Individual 298       |56.0441|0.539441|30.3953|1.89588|-1.39524|222.781|0.061699|151.976|1.35644|-57.4393|124.813|
| Individual 299       |54.461|0.00935869|25.9625|2.07968|65.5126|283.357|39.8407|129.813|2.07032|11.0517|195.117|
| Individual 300       |63.0015|0.114117|33.2925|1.9827|3.79837|255.805|1.99424|166.463|1.86858|-59.2032|146.584|
| Individual 301       |43.0101|0.120261|43.5407|2.0544|4.2248|176.265|5.51109|217.703|1.93414|-38.7853|35.9727|
| Individual 302       |53.8951|0.0716882|20.5092|1.9554|4.79902|220.379|194.869|102.546|1.88371|-49.096|149.433|
| Individual 303       |18.2668|0.150926|34.8297|1.81115|4.82555|77.8927|6.04443|174.148|1.66022|-13.4412|-34.8975|
| Individual 304       |50.8191|0.00823285|31.0155|1.93975|5.6085|208.885|199.203|155.077|1.93152|-45.2106|106.181|
| Individual 305       |68.7112|0.01009|48.651|1.94418|2.24939|277.094|1.93255|243.255|1.93409|-66.4618|121.471|
| Individual 306       |47.9007|0.0457363|42.8697|1.82592|3.54855|195.151|-41.8283|214.348|1.78019|-44.3521|57.6414|
| Individual 307       |36.1523|0.0249004|25.3065|2.04131|5.97609|150.585|65.6841|126.533|2.01641|-30.1762|64.5835|
| Individual 308       |33.7617|0.0591448|21.5875|2.07301|2.70284|137.75|53.1033|107.938|2.01386|-31.0588|62.9178|
| Individual 309       |54.6816|0.37209|30.6037|2.05128|4.87723|223.604|0.00150635|153.018|1.67919|-49.8044|123.397|
| Individual 310       |63.7181|0.0297075|34.5583|1.8559|43.5913|298.464|39.2894|172.791|1.82619|-20.1268|185.658|
| Individual 311       |57.1302|0.0350301|49.0399|1.98685|3.78262|232.304|2.07464|245.199|1.95182|-53.3476|75.4248|
| Individual 312       |57.393|0.0529041|44.3985|1.97639|1.43727|231.009|4.90575|221.992|1.92349|-55.9557|88.1964|
| Individual 313       |58.7837|0.133289|28.143|2.02429|9.19443|244.329|217.319|140.715|1.891|-49.5893|150.445|
| Individual 314       |38.5531|0.0286568|39.8478|1.7075|22.8633|177.076|6.22541|199.239|1.67885|-15.6898|49.1379|
| Individual 315       |59.9498|0.0133575|32.1439|1.96682|6.73319|246.533|196.447|160.72|1.95346|-53.2167|140.333|
| Individual 316       |48.7637|0.0939864|32.8524|1.95367|5.3226|200.378|2.07313|164.262|1.85968|-43.4411|92.5218|
| Individual 317       |44.4222|0.0646302|37.0697|1.81213|7.53621|185.225|-48.1975|185.348|1.7475|-36.886|65.2784|
| Individual 318       |38.4395|0.00615078|37.7584|2.0629|4.34429|158.102|89.085|188.792|2.05675|-34.0952|34.5433|
| Individual 319       |55.1377|0.158693|24.2882|1.8899|6.47775|227.028|28.7495|121.441|1.73121|-48.6599|145.508|
| Individual 320       |53.6323|0.217133|42.822|1.89206|8.73647|223.266|0.185774|214.11|1.67493|-44.8959|86.4252|
| Individual 321       |50.8395|0.0109537|33.189|2.03385|4.14476|207.503|33.6725|165.945|2.0229|-46.6948|97.8213|
| Individual 322       |42.2347|0.0311558|37.3695|2.00175|4.72919|173.668|1.71785|186.848|1.97059|-37.5055|51.7065|
| Individual 323       |51.1268|0.143622|35.2926|2.09332|4.17063|208.678|3.68498|176.463|1.9497|-46.9562|93.0516|
| Individual 324       |50.7101|0.241618|32.3557|1.96043|3.89002|206.731|118.683|161.779|1.71881|-46.8201|101.069|
| Individual 325       |55.9367|0.156837|38.6374|1.98209|3.47108|227.218|5.33934|193.187|1.82526|-52.4656|102.179|
| Individual 326       |55.752|0.174243|26.2718|2.06815|6.43056|229.439|168.363|131.359|1.89391|-49.3215|141.154|
| Individual 327       |64.7256|0.0395558|33.9587|1.8547|4.36594|263.268|1.53208|169.794|1.81514|-60.3597|152.317|
| Individual 328       |56.5005|0.155449|27.027|1.9863|4.74435|230.747|-25.0645|135.135|1.83085|-51.7562|140.511|
| Individual 329       |46.0953|0.383766|44.4411|2.0561|4.71184|189.093|10.005|222.205|1.67233|-41.3835|47.4082|
| Individual 330       |60.8842|0.0834264|43.4028|1.97674|2.68367|246.22|65.7041|217.014|1.89331|-58.2005|106.545|
| Individual 331       |54.2759|0.00653875|32.3547|2.00759|7.09497|224.198|0.118967|161.774|2.00105|-47.1809|117.129|
| Individual 332       |73.3515|0.299078|32.958|1.77329|3.74039|297.146|42.6159|164.79|1.47421|-69.6111|190.901|
| Individual 333       |51.7543|0.0144257|43.6452|1.95978|5.78285|212.8|1.60775|218.226|1.94536|-45.9714|72.1375|
| Individual 334       |63.8389|0.0178431|49.786|1.94417|6.84181|262.197|5.25648|248.93|1.92633|-56.9971|103.208|
| Individual 335       |48.0094|0.0233761|44.3999|1.95585|6.23737|198.275|268.073|222|1.93247|-41.772|55.413|
| Individual 336       |52.1417|0.0414422|45.1195|1.97879|7.64536|216.212|4.94222|225.598|1.93735|-44.4964|71.1669|
| Individual 337       |27.3441|0.0087244|23.3186|1.90892|-0.447542|108.929|213.079|116.593|1.9002|-27.7917|29.4722|
| Individual 338       |56.9894|0.178015|32.9498|2.02401|5.82093|233.778|1.48878|164.749|1.846|-51.1684|125.699|
| Individual 339       |44.1609|0.0887175|46.0359|2.01095|11.007|187.65|-60.4476|230.18|1.92224|-33.1539|39.9315|
| Individual 340       |52.756|0.0578034|33.9539|1.95341|6.75762|217.782|132.781|169.77|1.8956|-45.9984|106.442|
| Individual 341       |37.2933|0.24709|24.0336|1.85764|4.85078|154.024|46.0469|120.168|1.61055|-32.4425|73.8704|
| Individual 342       |56.9764|0.130934|36.6056|2.05669|5.69165|233.597|0.233615|183.028|1.92576|-51.2848|114.152|
| Individual 343       |48.082|0.20066|26.7558|2.07473|-1.73337|190.595|42.4004|133.779|1.87407|-49.8154|100.957|
| Individual 344       |58.8829|0.0345597|26.5962|2.08077|5.1104|240.642|1.6337|132.981|2.04621|-53.7725|150.623|
| Individual 345       |43.431|0.0763366|37.9652|1.96234|-0.40509|173.319|-12.2067|189.826|1.886|-43.8361|49.9934|
| Individual 346       |47.098|0.083725|28.8209|1.7881|-4.05132|184.341|171.981|144.105|1.70438|-51.1493|89.3561|
| Individual 347       |65.0238|0.182477|36.5624|1.90906|4.61638|264.712|5.13473|182.812|1.72659|-60.4074|146.392|
| Individual 348       |53.6053|0.214319|35.2024|1.91222|4.12182|218.543|212.002|176.012|1.6979|-49.4835|104.446|
| Individual 349       |61.7039|0.0193941|30.58|2.01455|4.98501|251.801|1.40009|152.9|1.99515|-56.7189|150.085|
| Individual 350       |39.908|0.0489011|26.5015|2.12513|5.47044|165.102|-58.2536|132.507|2.07623|-34.4375|75.2168|
| Individual 351       |52.8226|0.171012|45.8249|2.07087|6.63509|217.925|37.7794|229.124|1.89986|-46.1875|70.9515|
| Individual 352       |50.8501|0.119807|49.733|1.92022|4.53696|207.937|35.3003|248.665|1.80042|-46.3131|49.7362|
| Individual 353       |47.6842|0.00884602|34.0001|2.11012|141.574|332.311|0.0985805|170|2.10128|93.8897|219.804|
| Individual 354       |40.5209|0.288221|22.2133|1.86181|4.16569|166.249|41.2796|111.067|1.57359|-36.3552|91.7412|
| Individual 355       |66.6942|0.0765614|27.1342|1.79692|-327.874|-61.0971|1.91299|135.671|1.72036|-394.568|-151.101|
| Individual 356       |49.3349|0.0195757|38.3845|1.97609|3.28554|200.625|7.34944|191.922|1.95651|-46.0493|75.689|
| Individual 357       |44.1472|0.0771533|41.176|2.06208|4.6924|181.281|148.551|205.88|1.98493|-39.4548|47.8284|
| Individual 358       |56.4349|0.0791451|49.8326|2.02868|6.37233|232.112|5.83755|249.163|1.94953|-50.0625|72.8664|
| Individual 359       |47.5811|0.191001|26.3648|2.08415|4.8409|195.165|206.398|131.824|1.89315|-42.7402|106.605|
| Individual 360       |54.2688|0.0599103|41.7508|1.90893|16.734|233.809|1.81441|208.754|1.84902|-37.5348|99.312|
| Individual 361       |40.243|0.17847|48.4835|1.99006|1.48337|162.456|-27.9509|242.418|1.81159|-38.7597|7.94707|
| Individual 362       |53.1973|0.138284|45.7898|2.02347|6.1774|218.966|15.64|228.949|1.88519|-47.0199|72.171|
| Individual 363       |43.2039|0.0431349|20.6803|1.96798|6.64288|179.458|52.2772|103.401|1.92485|-36.561|107.793|
| Individual 364       |60.7924|0.168352|32.2926|1.90503|3.17769|246.347|0.0371309|161.463|1.73668|-57.6147|140.786|
| Individual 365       |30.9483|0.00722105|34.2892|2.05162|7.10233|130.896|23.1139|171.446|2.0444|-23.846|17.8058|
| Individual 366       |66.6678|0.206338|21.8666|1.85612|4.26693|270.938|2.03246|109.333|1.64978|-62.4009|197.09|
| Individual 367       |34.074|0.0196137|38.1833|1.8256|5.17783|141.474|5.17543|190.916|1.80598|-28.8962|17.8942|
| Individual 368       |53.2854|0.00891067|42.6735|2.08855|7.49901|220.641|214.284|213.368|2.07964|-45.7864|82.2219|
| Individual 369       |56.1328|0.0540526|32.8446|1.77103|11.4461|235.977|6.13452|164.223|1.71697|-44.6867|128.859|
| Individual 370       |52.6603|0.153748|35.6368|2.00206|0.776731|211.418|115.57|178.184|1.84831|-51.8835|95.2659|
| Individual 371       |46.167|0.000391973|38.3825|2.07115|4.52958|189.198|1.99533|191.913|2.07076|-41.6375|63.6963|
| Individual 372       |67.4986|0.00145747|23.0265|1.89545|5.27665|275.271|-47.1018|115.132|1.894|-62.2219|196.721|
| Individual 373       |48.0472|0.00529944|25.5539|1.93582|6.84268|199.032|134.966|127.77|1.93053|-41.2045|112.717|
| Individual 374       |34.7425|0.0386679|42.8518|2.02989|-2.70964|136.26|45.0395|214.259|1.99122|-37.4521|-2.25128|
| Individual 375       |48.3088|0.0496795|49.7062|1.90222|0.404245|193.64|0.0649713|248.531|1.85254|-47.9046|35.2581|
| Individual 376       |57.249|0.0649654|25.2048|2.04399|3.66899|232.665|35.5997|126.024|1.97903|-53.58|147.155|
| Individual 377       |36.5805|0.0868385|24.2796|1.94679|4.85619|151.178|1.85997|121.398|1.85995|-31.7243|69.0398|
| Individual 378       |39.9343|0.540955|38.1192|2.03441|3.36823|163.105|4.42411|190.596|1.49345|-36.5661|41.2804|
| Individual 379       |36.7107|0.138706|27.4019|2.09404|5.47539|152.318|184.582|137.009|1.95533|-31.2353|60.3359|
| Individual 380       |56.6265|0.0944154|21.332|2.04162|3.74431|230.25|5.64487|106.66|1.94721|-52.8822|156.519|
| Individual 381       |50.2237|0.0664118|31.0963|1.90891|4.51776|205.413|177.998|155.481|1.8425|-45.7059|102.911|
| Individual 382       |55.4046|0.459905|41.2721|2.12919|6.142|227.76|1.795|206.36|1.66929|-49.2626|95.5978|
| Individual 383       |42.3152|0.0304817|46.8516|1.83066|7.25605|176.517|-40.6154|234.258|1.80017|-35.0592|26.9612|
| Individual 384       |55.0615|0.329483|41.3293|1.99449|4.80637|225.053|68.8083|206.646|1.66501|-50.2552|92.7396|
| Individual 385       |57.4011|0.0320095|23.0976|1.9872|6.36345|235.968|41.6976|115.488|1.95519|-51.0376|156.899|
| Individual 386       |47.6484|0.0167224|33.0264|1.91524|5.58528|196.179|0.0862219|165.132|1.89851|-42.0632|87.6073|
| Individual 387       |39.9932|0.0744506|23.0154|1.88119|5.14884|165.122|29.9352|115.077|1.80674|-34.8444|87.0418|
| Individual 388       |41.3081|0.148532|42.4107|1.94017|7.09402|172.326|2.12083|212.053|1.79164|-34.214|36.136|
| Individual 389       |55.4147|0.0108313|23.3103|1.94202|5.78184|227.441|5.00521|116.551|1.93118|-49.6329|147.854|
| Individual 390       |40.1342|0.0719738|22.1074|1.98152|4.79247|165.329|171.796|110.537|1.90955|-35.3417|89.4594|
| Individual 391       |42|0.235582|45.7093|1.91905|4.38035|172.38|6.4487|228.546|1.68347|-37.6196|26.8351|
| Individual 392       |33.9149|0.0250201|42.4591|2.04658|3.76642|139.426|149.676|212.295|2.02156|-30.1484|1.94076|
